ItinID;MktID;MktCoupons;Year;Quarter;OriginAirportID;OriginAirportSeqID;OriginCityMarketID;Origin;OriginCountry;OriginStateFips;OriginState;OriginStateName;OriginWac;DestAirportID;DestAirportSeqID;DestCityMarketID;Dest;DestCountry;DestStateFips;DestState;DestStateName;DestWac;AirportGroup;WacGroup;TkCarrierChange;TkCarrierGroup;OpCarrierChange;RPCarrier;TkCarrier;OpCarrier;BulkFare;Passengers;MktFare;MktDistance;MktDistanceGroup;MktMilesFlown;NonStopMiles;ItinGeoType;MktGeoType
201513819420;20151381942002;1;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;840;345;0.0;0;0.0;0;0;0;0.0;3.0;196.0;2218.0;5;2218.0;2218.0;2;2
201513819421;20151381942101;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;1.0;201.0;2218.0;5;2218.0;2218.0;2;2
201513819421;20151381942102;1;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;840;345;0.0;0;0.0;0;0;0;0.0;1.0;201.0;2218.0;5;2218.0;2218.0;2;2
201513819422;20151381942201;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;2.0;203.0;2218.0;5;2218.0;2218.0;2;2
201513819422;20151381942202;1;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;840;345;0.0;0;0.0;0;0;0;0.0;2.0;203.0;2218.0;5;2218.0;2218.0;2;2
201513819423;20151381942301;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;1.0;204.0;2218.0;5;2218.0;2218.0;2;2
201513819423;20151381942302;1;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;840;345;0.0;0;0.0;0;0;0;0.0;1.0;204.0;2218.0;5;2218.0;2218.0;2;2
201513819424;20151381942401;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;1.0;246.0;2218.0;5;2218.0;2218.0;2;2
201513819424;20151381942402;1;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;840;345;0.0;0;0.0;0;0;0;0.0;1.0;246.0;2218.0;5;2218.0;2218.0;2;2
201513819425;20151381942501;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;1.0;336.86;2218.0;5;2218.0;2218.0;2;2
201513819425;20151381942502;2;2015;1;12892;1289203;32575;0;0;6;0;0;91;13204;1320402;31454;17;0;12;8;8;33;924;545;0.0;1;0.0;0;0;0;0.0;1.0;416.14;1750.0;4;2740.0;2218.0;2;2
201513819426;20151381942601;2;2015;1;13204;1320402;31454;10;0;12;5;5;33;13796;1379603;32457;21;0;6;4;4;91;4878;2623;0.0;1;0.0;0;0;0;0.0;1.0;183.0;2218.0;5;2555.0;2438.0;2;2
201513819427;20151381942701;2;2015;1;13204;1320402;31454;10;0;12;5;5;33;13796;1379603;32457;21;0;6;4;4;91;4878;2623;0.0;1;0.0;0;0;0;0.0;1.0;185.0;2218.0;5;2555.0;2438.0;2;2
201513819428;20151381942801;2;2015;1;13204;1320402;31454;10;0;12;5;5;33;13796;1379603;32457;21;0;6;4;4;91;4878;2623;0.0;1;0.0;0;0;0;0.0;1.0;214.0;2218.0;5;2555.0;2438.0;2;2
201513819429;20151381942901;1;2015;1;13204;1320402;31454;10;0;12;5;5;33;12892;1289203;32575;4;0;6;4;4;91;101;22;0.0;0;0.0;0;0;0;0.0;1.0;287.94;2218.0;5;2218.0;2218.0;2;2
